Name, Description, Link
ESRI OSM 3D Buildings, 3D buildings layer is based on the OSM Daylight map distribution and is hosted by Esri., https://basemaps3d.arcgis.com/arcgis/rest/services/OpenStreetMap3D_Buildings_v1/SceneServer
